word,ipa_yoruba,ipa_swahili,agreement,primary_candidate_ipa,alternate_candidate_ipa,approved_ipa,review_status,reviewer_notes,source
mûnene,m u n e n e,m u n a n a,no,m u n e n e,m u n a n a,,needs-analyst-review,,transphone_yoruba_swahili
mûrûthi,m u r u s i,m u r u t i,no,m u r u s i,m u r u t i,,needs-analyst-review,,transphone_yoruba_swahili
nao,n a o,n a ɔ,no,n a o,n a ɔ,,needs-analyst-review,,transphone_yoruba_swahili
ng'ondu,ɡ õ d u,ŋ ɔ n d u,no,ɡ õ d u,ŋ ɔ n d u,,needs-analyst-review,,transphone_yoruba_swahili
noguo,n o ɡ u o,n ɔ ɡ u ɔ,no,n o ɡ u o,n ɔ ɡ u ɔ,,needs-analyst-review,,transphone_yoruba_swahili
purple,p u r p l e,p u r p l a,no,p u r p l e,p u r p l a,,needs-analyst-review,,transphone_yoruba_swahili
rectangle,r e t ɔ̃ ɡ l e,r ɛ a t a ɡ l a,no,r e t ɔ̃ ɡ l e,r ɛ a t a ɡ l a,,needs-analyst-review,,transphone_yoruba_swahili
rūūì,r u i,r u i,yes,r u i,,r u i,auto-accepted,,transphone_yoruba_swahili
tarîki,t a r i k i,t a r i k i,yes,t a r i k i,,t a r i k i,auto-accepted,,transphone_yoruba_swahili
thibindi,s i b ĩ d i,t i b i n d i,no,s i b ĩ d i,t i b i n d i,,needs-analyst-review,,transphone_yoruba_swahili
urugari,u r u ɡ a r i,u r u ɡ a r i,yes,u r u ɡ a r i,,u r u ɡ a r i,auto-accepted,,transphone_yoruba_swahili
woothe,w o s e,w ɔ t a,no,w o s e,w ɔ t a,,needs-analyst-review,,transphone_yoruba_swahili
îyo,i j o,i j ɔ,no,i j o,i j ɔ,,needs-analyst-review,,transphone_yoruba_swahili
úndu,ũ d u,u d u,no,ũ d u,u d u,,needs-analyst-review,,transphone_yoruba_swahili
ûmwe,ũ w e,u m w a,no,ũ w e,u m w a,,needs-analyst-review,,transphone_yoruba_swahili
ĩtatũ,i t a t o,a t a t ɔ,no,i t a t o,a t a t ɔ,,needs-analyst-review,,transphone_yoruba_swahili
ūthiì,u s i,u t i,no,u s i,u t i,,needs-analyst-review,,transphone_yoruba_swahili
akiuga,a k i u ɡ a,a k i u ɡ a,yes,a k i u ɡ a,,a k i u ɡ a,auto-accepted,,transphone_yoruba_swahili
arap,a r a p,a r a p,yes,a r a p,,a r a p,auto-accepted,,transphone_yoruba_swahili
black,b l a t k,b l a t k,yes,b l a t k,,b l a t k,auto-accepted,,transphone_yoruba_swahili
easter,e a s t e r,a s t a r,no,e a s t e r,a s t a r,,needs-analyst-review,,transphone_yoruba_swahili
gatambi,ɡ a t ã b i,ɡ a t a m b i,no,ɡ a t ã b i,ɡ a t a m b i,,needs-analyst-review,,transphone_yoruba_swahili
gukorwo,ɡ u k o r w o,ɡ u k ɔ r w ɔ,no,ɡ u k o r w o,ɡ u k ɔ r w ɔ,,needs-analyst-review,,transphone_yoruba_swahili
guoya,ɡ w o j a,ɡ u ɔ j a,no,ɡ w o j a,ɡ u ɔ j a,,needs-analyst-review,,transphone_yoruba_swahili
gwetha,ɡ w e s a,ɡ a t a,no,ɡ w e s a,ɡ a t a,,needs-analyst-review,,transphone_yoruba_swahili
gîthiûrûrî,ɡ i t i u r u r i,ɡ i t i u r u r i,yes,ɡ i t i u r u r i,,ɡ i t i u r u r i,auto-accepted,,transphone_yoruba_swahili
gúthií,ɡ u s i,ɡ u t i,no,ɡ u s i,ɡ u t i,,needs-analyst-review,,transphone_yoruba_swahili
gĩkĩro,ɡ e k e r o,ɡ a k a r ɔ,no,ɡ e k e r o,ɡ a k a r ɔ,,needs-analyst-review,,transphone_yoruba_swahili
gūthiì,ɡ u s i,ɡ u t i,no,ɡ u s i,ɡ u t i,,needs-analyst-review,,transphone_yoruba_swahili
hakuhi,h a k u h i,h a k u h i,yes,h a k u h i,,h a k u h i,auto-accepted,,transphone_yoruba_swahili
hindi,h ĩ d i,h i n d i,no,h ĩ d i,h i n d i,,needs-analyst-review,,transphone_yoruba_swahili
honge,h o ɡ e,h ɔ ɡ a,no,h o ɡ e,h ɔ ɡ a,,needs-analyst-review,,transphone_yoruba_swahili
ihooto,i h o t o,i h ɔ t ɔ,no,i h o t o,i h ɔ t ɔ,,needs-analyst-review,,transphone_yoruba_swahili
jumatatu,d u m a t a t u,ʃ u m a t a t u,no,d u m a t a t u,ʃ u m a t a t u,,needs-analyst-review,,transphone_yoruba_swahili
kahūa,k a h u a,k a h u a,yes,k a h u a,,k a h u a,auto-accepted,,transphone_yoruba_swahili
kimwe,k ĩ w e,k i m w a,no,k ĩ w e,k i m w a,,needs-analyst-review,,transphone_yoruba_swahili
kîrîma,k i r i m a,k i r i m a,yes,k i r i m a,,k i r i m a,auto-accepted,,transphone_yoruba_swahili
kùùma,k u m a,k u m a,yes,k u m a,,k u m a,auto-accepted,,transphone_yoruba_swahili
mahiga,m a h i ɡ a,m a h i ɡ a,yes,m a h i ɡ a,,m a h i ɡ a,auto-accepted,,transphone_yoruba_swahili
mangi,m ã ɡ i,m a ɡ i,no,m ã ɡ i,m a ɡ i,,needs-analyst-review,,transphone_yoruba_swahili
maúndú,m a ũ d u,m a u n d u,no,m a ũ d u,m a u n d u,,needs-analyst-review,,transphone_yoruba_swahili
meru,m e r u,m a r u,no,m e r u,m a r u,,needs-analyst-review,,transphone_yoruba_swahili
merî,m e r i,m a r i,no,m e r i,m a r i,,needs-analyst-review,,transphone_yoruba_swahili
muingi,m w ĩ ɡ i,m u i ɡ i,no,m w ĩ ɡ i,m u i ɡ i,,needs-analyst-review,,transphone_yoruba_swahili
muruthi,m u r u s i,m u r u t i,no,m u r u s i,m u r u t i,,needs-analyst-review,,transphone_yoruba_swahili
mwakaini,m w a k a ĩ n i,m w a k a i n i,no,m w a k a ĩ n i,m w a k a i n i,,needs-analyst-review,,transphone_yoruba_swahili
mwerũ,m w e r o,m w a r ɔ,no,m w e r o,m w a r ɔ,,needs-analyst-review,,transphone_yoruba_swahili
mìtì,m i t i,m i t i,yes,m i t i,,m i t i,auto-accepted,,transphone_yoruba_swahili
múcií,m u t i,m u t i,yes,m u t i,,m u t i,auto-accepted,,transphone_yoruba_swahili
múthige,m u s i ɡ e,m u t i ɡ a,no,m u s i ɡ e,m u t i ɡ a,,needs-analyst-review,,transphone_yoruba_swahili
mûirû,m u i r u,m u i r u,yes,m u i r u,,m u i r u,auto-accepted,,transphone_yoruba_swahili
mũrũthi,m o r o s i,m ɔ r ɔ t i,no,m o r o s i,m ɔ r ɔ t i,,needs-analyst-review,,transphone_yoruba_swahili
ndaraca,d a r a t a,d a r a t a,yes,d a r a t a,,d a r a t a,auto-accepted,,transphone_yoruba_swahili
ningî,n ĩ ɡ i,n i ɡ i,no,n ĩ ɡ i,n i ɡ i,,needs-analyst-review,,transphone_yoruba_swahili
nyeri,m e r i,ɲ a r i,no,m e r i,ɲ a r i,,needs-analyst-review,,transphone_yoruba_swahili
nyingí,m ĩ ɡ i,ɲ i ɡ i,no,m ĩ ɡ i,ɲ i ɡ i,,needs-analyst-review,,transphone_yoruba_swahili
nìkìo,n i k i o,n i k i ɔ,no,n i k i o,n i k i ɔ,,needs-analyst-review,,transphone_yoruba_swahili
nĩyo,n e j o,n a j ɔ,no,n e j o,n a j ɔ,,needs-analyst-review,,transphone_yoruba_swahili
prize,p r i s e,p r i z a,no,p r i s e,p r i z a,,needs-analyst-review,,transphone_yoruba_swahili
raini,r a ĩ n i,r a i n i,no,r a ĩ n i,r a i n i,,needs-analyst-review,,transphone_yoruba_swahili
reke,r e k e,r a k a,no,r e k e,r a k a,,needs-analyst-review,,transphone_yoruba_swahili
riake,r i a k e,r i a k a,no,r i a k e,r i a k a,,needs-analyst-review,,transphone_yoruba_swahili
ruhuho,r u h u h o,r u h u h ɔ,no,r u h u h o,r u h u h ɔ,,needs-analyst-review,,transphone_yoruba_swahili
rwanda,r w ẽ d a,r w a d a,no,r w ẽ d a,r w a d a,,needs-analyst-review,,transphone_yoruba_swahili
rúúí,r u i,r u i,yes,r u i,,r u i,auto-accepted,,transphone_yoruba_swahili
square,s k w a r e,s k w a r a,no,s k w a r e,s k w a r a,,needs-analyst-review,,transphone_yoruba_swahili
uteti,u t e t i,u t a t i,no,u t e t i,u t a t i,,needs-analyst-review,,transphone_yoruba_swahili
wagatano,w a ɡ a t a n o,w a ɡ a t a n ɔ,no,w a ɡ a t a n o,w a ɡ a t a n ɔ,,needs-analyst-review,,transphone_yoruba_swahili
wiira,w i r a,w i r a,yes,w i r a,,w i r a,auto-accepted,,transphone_yoruba_swahili
wìna,w ĩ n a,w i n a,no,w ĩ n a,w i n a,,needs-analyst-review,,transphone_yoruba_swahili
úkinye,u k ĩ e,u k i ɲ a,no,u k ĩ e,u k i ɲ a,,needs-analyst-review,,transphone_yoruba_swahili
úkoragwo,u k o r a ɡ w o,u k ɔ r a w ɔ,no,u k o r a ɡ w o,u k ɔ r a w ɔ,,needs-analyst-review,,transphone_yoruba_swahili
ĩkoragwo,e k o r a ɡ w o,a k ɔ r a w ɔ,no,e k o r a ɡ w o,a k ɔ r a w ɔ,,needs-analyst-review,,transphone_yoruba_swahili
afrika,a f r i k a,a f r i k a,yes,a f r i k a,,a f r i k a,auto-accepted,,transphone_yoruba_swahili
amwe,a m w e,a m w a,no,a m w e,a m w a,,needs-analyst-review,,transphone_yoruba_swahili
aruti,a r u t i,a r u t i,yes,a r u t i,,a r u t i,auto-accepted,,transphone_yoruba_swahili
arĩa,a r e a,a r a,no,a r e a,a r a,,needs-analyst-review,,transphone_yoruba_swahili
atia,a t i a,a t i a,yes,a t i a,,a t i a,auto-accepted,,transphone_yoruba_swahili
gachagua,ɡ a t a ɡ w a,ɡ a t a ɡ u a,no,ɡ a t a ɡ w a,ɡ a t a ɡ u a,,needs-analyst-review,,transphone_yoruba_swahili
gatano,ɡ a t a n o,ɡ a t a n ɔ,no,ɡ a t a n o,ɡ a t a n ɔ,,needs-analyst-review,,transphone_yoruba_swahili
gĩkĩ,ɡ e k e,ɡ a k a,no,ɡ e k e,ɡ a k a,,needs-analyst-review,,transphone_yoruba_swahili
ikombe,i k o m b e,i k ɔ m b a,no,i k o m b e,i k ɔ m b a,,needs-analyst-review,,transphone_yoruba_swahili
ingì,ĩ ɡ i,i ɡ i,no,ĩ ɡ i,i ɡ i,,needs-analyst-review,,transphone_yoruba_swahili
itîîna,i t i n a,i t i n a,yes,i t i n a,,i t i n a,auto-accepted,,transphone_yoruba_swahili
kiharo,k i h a r o,k i h a r ɔ,no,k i h a r o,k i h a r ɔ,,needs-analyst-review,,transphone_yoruba_swahili
kìnene,k i n e n e,k i n a n a,no,k i n e n e,k i n a n a,,needs-analyst-review,,transphone_yoruba_swahili
kúría,k u r i a,k u r i a,yes,k u r i a,,k u r i a,auto-accepted,,transphone_yoruba_swahili
kûrîa,k u r i a,k u r i a,yes,k u r i a,,k u r i a,auto-accepted,,transphone_yoruba_swahili
kĩndũ,k ẽ d o,k a n d ɔ,no,k ẽ d o,k a n d ɔ,,needs-analyst-review,,transphone_yoruba_swahili
mabururi,m a b u r u r i,m a b u r u r i,yes,m a b u r u r i,,m a b u r u r i,auto-accepted,,transphone_yoruba_swahili
mamwe,m a m w e,m a m w a,no,m a m w e,m a m w a,,needs-analyst-review,,transphone_yoruba_swahili
mangí,m ɔ̃ ɡ i,m a ɡ i,no,m ɔ̃ ɡ i,m a ɡ i,,needs-analyst-review,,transphone_yoruba_swahili
mao,m a o,m a ɔ,no,m a o,m a ɔ,,needs-analyst-review,,transphone_yoruba_swahili
matatú,m a t a t u,m a t a t u,yes,m a t a t u,,m a t a t u,auto-accepted,,transphone_yoruba_swahili
mbembe,b ɛ̃ b e,m b a m b a,no,b ɛ̃ b e,m b a m b a,,needs-analyst-review,,transphone_yoruba_swahili
mboco,b o t o,m b ɔ t ɔ,no,b o t o,m b ɔ t ɔ,,needs-analyst-review,,transphone_yoruba_swahili
meri,m e r i,m a r i,no,m e r i,m a r i,,needs-analyst-review,,transphone_yoruba_swahili
merĩ,m e r e,m a r a,no,m e r e,m a r a,,needs-analyst-review,,transphone_yoruba_swahili
million,m i l j õ,m i l i ɔ n,no,m i l j õ,m i l i ɔ n,,needs-analyst-review,,transphone_yoruba_swahili
muthaki,m u s a k i,m u t a k i,no,m u s a k i,m u t a k i,,needs-analyst-review,,transphone_yoruba_swahili
muthige,m u s i ɡ e,m u t i ɡ a,no,m u s i ɡ e,m u t i ɡ a,,needs-analyst-review,,transphone_yoruba_swahili
mwìrì,m w i r i,m w i r i,yes,m w i r i,,m w i r i,auto-accepted,,transphone_yoruba_swahili
mũbira,m o b i r a,m ɔ b i r a,no,m o b i r a,m ɔ b i r a,,needs-analyst-review,,transphone_yoruba_swahili
mūthige,m u s i ɡ e,m u t i ɡ a,no,m u s i ɡ e,m u t i ɡ a,,needs-analyst-review,,transphone_yoruba_swahili
nií,n i,n i,yes,n i,,n i,auto-accepted,,transphone_yoruba_swahili
njata,d a t a,d a t a,yes,d a t a,,d a t a,auto-accepted,,transphone_yoruba_swahili
nyūmba,m ũ b a,ɲ u m b a,no,m ũ b a,ɲ u m b a,,needs-analyst-review,,transphone_yoruba_swahili
nìyo,n i j o,n i j ɔ,no,n i j o,n i j ɔ,,needs-analyst-review,,transphone_yoruba_swahili
nĩwe,n e w e,n a w a,no,n e w e,n a w a,,needs-analyst-review,,transphone_yoruba_swahili
oya,o j a,ɔ j a,no,o j a,ɔ j a,,needs-analyst-review,,transphone_yoruba_swahili
rúrú,r u r u,r u r u,yes,r u r u,,r u r u,auto-accepted,,transphone_yoruba_swahili
rūrìa,r u r i a,r u r i a,yes,r u r i a,,r u r i a,auto-accepted,,transphone_yoruba_swahili
santos,s ɔ̃ t o s,s a n t ɔ s,no,s ɔ̃ t o s,s a n t ɔ s,,needs-analyst-review,,transphone_yoruba_swahili
sayansi,s a j ẽ s i,s a j a s i,no,s a j ẽ s i,s a j a s i,,needs-analyst-review,,transphone_yoruba_swahili
somalia,s o m a l i a,s ɔ m a l i a,no,s o m a l i a,s ɔ m a l i a,,needs-analyst-review,,transphone_yoruba_swahili
thengia,s e ɡ i a,t a ɡ i a,no,s e ɡ i a,t a ɡ i a,,needs-analyst-review,,transphone_yoruba_swahili
uri,u r i,u r i,yes,u r i,,u r i,auto-accepted,,transphone_yoruba_swahili
wakana,w a k a n a,w a k a n a,yes,w a k a n a,,w a k a n a,auto-accepted,,transphone_yoruba_swahili
wĩyathi,w e j a s i,w a j a t i,no,w e j a s i,w a j a t i,,needs-analyst-review,,transphone_yoruba_swahili
úmotho,u m o s o,u m ɔ t ɔ,no,u m o s o,u m ɔ t ɔ,,needs-analyst-review,,transphone_yoruba_swahili
ûcio,u t i o,u t i ɔ,no,u t i o,u t i ɔ,,needs-analyst-review,,transphone_yoruba_swahili
ûmotho,u m o s o,u m ɔ t ɔ,no,u m o s o,u m ɔ t ɔ,,needs-analyst-review,,transphone_yoruba_swahili
ũcio,o t i o,ɔ t i ɔ,no,o t i o,ɔ t i ɔ,,needs-analyst-review,,transphone_yoruba_swahili
aciari,a t i a r i,a t i a r i,yes,a t i a r i,,a t i a r i,auto-accepted,,transphone_yoruba_swahili
arata,a r a t a,a r a t a,yes,a r a t a,,a r a t a,auto-accepted,,transphone_yoruba_swahili
atí,a t i,a t i,yes,a t i,,a t i,auto-accepted,,transphone_yoruba_swahili
aumite,a u m i t e,a u m i t a,no,a u m i t e,a u m i t a,,needs-analyst-review,,transphone_yoruba_swahili
friday,f r i d a j,f r i d a j,yes,f r i d a j,,f r i d a j,auto-accepted,,transphone_yoruba_swahili
gatagatî,ɡ a t a ɡ a t i,ɡ a t a ɡ a t i,yes,ɡ a t a ɡ a t i,,ɡ a t a ɡ a t i,auto-accepted,,transphone_yoruba_swahili
giake,ɡ i a k e,ɡ i a k a,no,ɡ i a k e,ɡ i a k a,,needs-analyst-review,,transphone_yoruba_swahili
gwake,ɡ w a k e,ɡ w a k a,no,ɡ w a k e,ɡ w a k a,,needs-analyst-review,,transphone_yoruba_swahili
gìtììri,ɡ i t i r i,ɡ i t i r i,yes,ɡ i t i r i,,ɡ i t i r i,auto-accepted,,transphone_yoruba_swahili
gíthomo,ɡ i s o m o,ɡ i t ɔ m ɔ,no,ɡ i s o m o,ɡ i t ɔ m ɔ,,needs-analyst-review,,transphone_yoruba_swahili
gùkorwo,ɡ u k o r w o,ɡ u k ɔ r w ɔ,no,ɡ u k o r w o,ɡ u k ɔ r w ɔ,,needs-analyst-review,,transphone_yoruba_swahili
gúkorwo,ɡ u k o r w o,ɡ u k ɔ r w ɔ,no,ɡ u k o r w o,ɡ u k ɔ r w ɔ,,needs-analyst-review,,transphone_yoruba_swahili
gútirí,ɡ u t i r i,ɡ u t i r i,yes,ɡ u t i r i,,ɡ u t i r i,auto-accepted,,transphone_yoruba_swahili
gĩthomo,ɡ e s o m o,ɡ a t ɔ m ɔ,no,ɡ e s o m o,ɡ a t ɔ m ɔ,,needs-analyst-review,,transphone_yoruba_swahili
handũ,h ã d o,h a d ɔ,no,h ã d o,h a d ɔ,,needs-analyst-review,,transphone_yoruba_swahili
handū,h ã d u,h a n d u,no,h ã d u,h a n d u,,needs-analyst-review,,transphone_yoruba_swahili
huho,h u h o,h u h ɔ,no,h u h o,h u h ɔ,,needs-analyst-review,,transphone_yoruba_swahili
inana,ĩ n a n a,i n a n a,no,ĩ n a n a,i n a n a,,needs-analyst-review,,transphone_yoruba_swahili
ingí,ĩ ɡ i,i ɡ i,no,ĩ ɡ i,i ɡ i,,needs-analyst-review,,transphone_yoruba_swahili
jumaine,d u m a i n e,ʃ u m a i n a,no,d u m a i n e,ʃ u m a i n a,,needs-analyst-review,,transphone_yoruba_swahili
kaba,k a b a,k a b a,yes,k a b a,,k a b a,auto-accepted,,transphone_yoruba_swahili
kihooto,k i h o t o,k i h ɔ t ɔ,no,k i h o t o,k i h ɔ t ɔ,,needs-analyst-review,,transphone_yoruba_swahili
kipyegon,k i p j e ɡ õ,k i p j a ɡ ɔ n,no,k i p j e ɡ õ,k i p j a ɡ ɔ n,,needs-analyst-review,,transphone_yoruba_swahili
kori,k o r i,k ɔ r i,no,k o r i,k ɔ r i,,needs-analyst-review,,transphone_yoruba_swahili
kuhura,k u h u r a,k u h u r a,yes,k u h u r a,,k u h u r a,auto-accepted,,transphone_yoruba_swahili
kìama,k i a m a,k i a m a,yes,k i a m a,,k i a m a,auto-accepted,,transphone_yoruba_swahili
maai,m a i,m a i,yes,m a i,,m a i,auto-accepted,,transphone_yoruba_swahili
machakos,m a t a k o s,m a t a k ɔ s,no,m a t a k o s,m a t a k ɔ s,,needs-analyst-review,,transphone_yoruba_swahili
makiri,m a k i r i,m a k i r i,yes,m a k i r i,,m a k i r i,auto-accepted,,transphone_yoruba_swahili
marîa,m a r i a,m a r i a,yes,m a r i a,,m a r i a,auto-accepted,,transphone_yoruba_swahili
mbata,b a t a,m b a t a,no,b a t a,m b a t a,,needs-analyst-review,,transphone_yoruba_swahili
mbogo,b o ɡ o,m b ɔ ɡ ɔ,no,b o ɡ o,m b ɔ ɡ ɔ,,needs-analyst-review,,transphone_yoruba_swahili
millioni,m i l j o n i,m i l i ɔ n i,no,m i l j o n i,m i l i ɔ n i,,needs-analyst-review,,transphone_yoruba_swahili
minista,m i n i s t a,m i n i s t a,yes,m i n i s t a,,m i n i s t a,auto-accepted,,transphone_yoruba_swahili
mutongoria,m u t õ ɡ o r i a,m u t ɔ n ɡ ɔ r i a,no,m u t õ ɡ o r i a,m u t ɔ n ɡ ɔ r i a,,needs-analyst-review,,transphone_yoruba_swahili
mîaka,m i a k a,m i a k a,yes,m i a k a,,m i a k a,auto-accepted,,transphone_yoruba_swahili
mùcoro,m u t o r o,m u t ɔ r ɔ,no,m u t o r o,m u t ɔ r ɔ,,needs-analyst-review,,transphone_yoruba_swahili
múthaki,m u s a k i,m u t a k i,no,m u s a k i,m u t a k i,,needs-analyst-review,,transphone_yoruba_swahili
mûbira,m u b i r a,m u b i r a,yes,m u b i r a,,m u b i r a,auto-accepted,,transphone_yoruba_swahili
mûciì,m u t i,m u t i,yes,m u t i,,m u t i,auto-accepted,,transphone_yoruba_swahili
mûingî,m u ĩ ɡ i,m u i ɡ i,no,m u ĩ ɡ i,m u i ɡ i,,needs-analyst-review,,transphone_yoruba_swahili
mūhuro,m u h u r o,m u h u r ɔ,no,m u h u r o,m u h u r ɔ,,needs-analyst-review,,transphone_yoruba_swahili
mūtune,m u t u n e,m u t u n a,no,m u t u n e,m u t u n a,,needs-analyst-review,,transphone_yoruba_swahili
mūtì,m u t i,m u t i,yes,m u t i,,m u t i,auto-accepted,,transphone_yoruba_swahili
nako,n a k o,n a k ɔ,no,n a k o,n a k ɔ,,needs-analyst-review,,transphone_yoruba_swahili
nanyuki,n ã j u k i,n a ɲ u k i,no,n ã j u k i,n a ɲ u k i,,needs-analyst-review,,transphone_yoruba_swahili
ndini,d ĩ n i,d i n i,no,d ĩ n i,d i n i,,needs-analyst-review,,transphone_yoruba_swahili
nduka,d u k a,d u k a,yes,d u k a,,d u k a,auto-accepted,,transphone_yoruba_swahili
neti,n e t i,n a t i,no,n e t i,n a t i,,needs-analyst-review,,transphone_yoruba_swahili
njaa,d a,a,no,d a,a,,needs-analyst-review,,transphone_yoruba_swahili
nyingî,m ĩ ɡ i,ɲ i ɡ i,no,m ĩ ɡ i,ɲ i ɡ i,,needs-analyst-review,,transphone_yoruba_swahili
nîwe,n i w e,n i w a,no,n i w e,n i w a,,needs-analyst-review,,transphone_yoruba_swahili
nîûndû,n i ũ d u,n i u d u,no,n i ũ d u,n i u d u,,needs-analyst-review,,transphone_yoruba_swahili
nĩũndũ,n e o d o,n a ɔ d ɔ,no,n e o d o,n a ɔ d ɔ,,needs-analyst-review,,transphone_yoruba_swahili
one,o n e,ɔ n a,no,o n e,ɔ n a,,needs-analyst-review,,transphone_yoruba_swahili
rigathi,r i ɡ a s i,r i ɡ a t i,no,r i ɡ a s i,r i ɡ a t i,,needs-analyst-review,,transphone_yoruba_swahili
rugongo,r u ɡ o ɡ o,r u ɡ ɔ ŋ ɡ ɔ,no,r u ɡ o ɡ o,r u ɡ ɔ ŋ ɡ ɔ,,needs-analyst-review,,transphone_yoruba_swahili
rûa,r u a,r u a,yes,r u a,,r u a,auto-accepted,,transphone_yoruba_swahili
rĩera,r e r a,r a r a,no,r e r a,r a r a,,needs-analyst-review,,transphone_yoruba_swahili
stadium,s t a d i ũ,s t a d i u m,no,s t a d i ũ,s t a d i u m,,needs-analyst-review,,transphone_yoruba_swahili
utonga,u t o ɡ a,u t ɔ ɡ a,no,u t o ɡ a,u t ɔ ɡ a,,needs-analyst-review,,transphone_yoruba_swahili
way,w a j,w a j,yes,w a j,,w a j,auto-accepted,,transphone_yoruba_swahili
wina,w ĩ n a,w i n a,no,w ĩ n a,w i n a,,needs-analyst-review,,transphone_yoruba_swahili
wiyune,w i j u n e,w i j u n a,no,w i j u n e,w i j u n a,,needs-analyst-review,,transphone_yoruba_swahili
wíyathi,w i j a s i,w i j a t i,no,w i j a s i,w i j a t i,,needs-analyst-review,,transphone_yoruba_swahili
yaku,j a k u,j a k u,yes,j a k u,,j a k u,auto-accepted,,transphone_yoruba_swahili
yoothe,j o s e,j ɔ ð a,no,j o s e,j ɔ ð a,,needs-analyst-review,,transphone_yoruba_swahili
írio,i r i o,i r i ɔ,no,i r i o,i r i ɔ,,needs-analyst-review,,transphone_yoruba_swahili
îtatû,i t a t u,i t a t u,yes,i t a t u,,i t a t u,auto-accepted,,transphone_yoruba_swahili
útonga,u t o ɡ a,u t ɔ ɡ a,no,u t o ɡ a,u t ɔ ɡ a,,needs-analyst-review,,transphone_yoruba_swahili
ûndû,ũ d u,u d u,no,ũ d u,u d u,,needs-analyst-review,,transphone_yoruba_swahili
ūteti,u t e t i,u t a t i,no,u t e t i,u t a t i,,needs-analyst-review,,transphone_yoruba_swahili
ūtonga,u t o ɡ a,u t ɔ ɡ a,no,u t o ɡ a,u t ɔ ɡ a,,needs-analyst-review,,transphone_yoruba_swahili
angí,ã ɡ i,a ɡ i,no,ã ɡ i,a ɡ i,,needs-analyst-review,,transphone_yoruba_swahili
apple,a p l e,a p l a,no,a p l e,a p l a,,needs-analyst-review,,transphone_yoruba_swahili
baba,b a b a,b a b a,yes,b a b a,,b a b a,auto-accepted,,transphone_yoruba_swahili
borithi,b o r i s i,b ɔ r i t i,no,b o r i s i,b ɔ r i t i,,needs-analyst-review,,transphone_yoruba_swahili
dini,d i n i,d i n i,yes,d i n i,,d i n i,auto-accepted,,transphone_yoruba_swahili
gatiba,ɡ a t i b a,ɡ a t i b a,yes,ɡ a t i b a,,ɡ a t i b a,auto-accepted,,transphone_yoruba_swahili
geography,ɡ e o ɡ r a f j,ɡ a ɔ ɡ r a f i,no,ɡ e o ɡ r a f j,ɡ a ɔ ɡ r a f i,,needs-analyst-review,,transphone_yoruba_swahili
gikiro,ɡ i k i r o,ɡ i k i r ɔ,no,ɡ i k i r o,ɡ i k i r ɔ,,needs-analyst-review,,transphone_yoruba_swahili
gìtì,ɡ i t i,ɡ i t i,yes,ɡ i t i,,ɡ i t i,auto-accepted,,transphone_yoruba_swahili
igùrù,i ɡ u r u,i ɡ u r u,yes,i ɡ u r u,,i ɡ u r u,auto-accepted,,transphone_yoruba_swahili
iría,i r i a,i r i a,yes,i r i a,,i r i a,auto-accepted,,transphone_yoruba_swahili
itatu,i t a t u,i t a t u,yes,i t a t u,,i t a t u,auto-accepted,,transphone_yoruba_swahili
itemi,i t e m i,i t a m i,no,i t e m i,i t a m i,,needs-analyst-review,,transphone_yoruba_swahili
kahúa,k a h u a,k a h u a,yes,k a h u a,,k a h u a,auto-accepted,,transphone_yoruba_swahili
kanana,k a n a n a,k a n a n a,yes,k a n a n a,,k a n a n a,auto-accepted,,transphone_yoruba_swahili
kirima,k i r i m a,k i r i m a,yes,k i r i m a,,k i r i m a,auto-accepted,,transphone_yoruba_swahili
kithure,k i s u r e,k i t u r a,no,k i s u r e,k i t u r a,,needs-analyst-review,,transphone_yoruba_swahili
kuringana,k u r ĩ ɡ a n a,k u r i ɡ a n a,no,k u r ĩ ɡ a n a,k u r i ɡ a n a,,needs-analyst-review,,transphone_yoruba_swahili
kúri,k u r i,k u r i,yes,k u r i,,k u r i,auto-accepted,,transphone_yoruba_swahili
mabũrũri,m a b o r o r i,m a b ɔ r ɔ r i,no,m a b o r o r i,m a b ɔ r ɔ r i,,needs-analyst-review,,transphone_yoruba_swahili
madaraka,m a d a r a k a,m a d a r a k a,yes,m a d a r a k a,,m a d a r a k a,auto-accepted,,transphone_yoruba_swahili
maingì,m a ĩ ɡ i,m a i ɡ i,no,m a ĩ ɡ i,m a i ɡ i,,needs-analyst-review,,transphone_yoruba_swahili
matatu,m a t a t u,m a t a t u,yes,m a t a t u,,m a t a t u,auto-accepted,,transphone_yoruba_swahili
maùndù,m a ũ d u,m a u n d u,no,m a ũ d u,m a u n d u,,needs-analyst-review,,transphone_yoruba_swahili
mbaù,b a u,m b a u,no,b a u,m b a u,,needs-analyst-review,,transphone_yoruba_swahili
metre,m e t r e,m a t r a,no,m e t r e,m a t r a,,needs-analyst-review,,transphone_yoruba_swahili
moothe,m o s e,m ɔ ð a,no,m o s e,m ɔ ð a,,needs-analyst-review,,transphone_yoruba_swahili
mubira,m u b i r a,m u b i r a,yes,m u b i r a,,m u b i r a,auto-accepted,,transphone_yoruba_swahili
mugwaja,m u ɡ w a d a,m u ɡ w a d a,yes,m u ɡ w a d a,,m u ɡ w a d a,auto-accepted,,transphone_yoruba_swahili
